date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:52:16	12170/12170	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:22:14%20GMT	http://127.0.0.1:8000/projects/metal-in-nature/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/metal-in-nature/index.html	(from http://127.0.0.1:8000/projects/)
19:52:18	3768/3768	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:22:16%20GMT	http://127.0.0.1:8000/contact-us/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/contact-us/img/favicon.47.delayed	(from http://127.0.0.1:8000/contact-us/)
19:52:20	3795/3795	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:22:18%20GMT	http://127.0.0.1:8000/contact-us/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/contact-us/img/apple-touch-icon.48.delayed	(from http://127.0.0.1:8000/contact-us/)
19:52:25	4246/4246	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Apr%202024%2016:22:22%20GMT	http://127.0.0.1:8000/captcha/image/8ca34f618c0df123563ae385192a2b83510157a7/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/captcha/image/8ca34f618c0df123563ae385192a2b83510157a7/index.html	(from http://127.0.0.1:8000/contact-us/)
19:52:26	3798/3798	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:22:25%20GMT	http://127.0.0.1:8000/terms-and-conditions/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/terms-and-conditions/img/favicon.4a.delayed	(from http://127.0.0.1:8000/terms-and-conditions/)
19:52:28	3825/3825	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:22:26%20GMT	http://127.0.0.1:8000/terms-and-conditions/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/terms-and-conditions/img/apple-touch-icon.4b.delayed	(from http://127.0.0.1:8000/terms-and-conditions/)
19:52:30	3780/3780	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:22:28%20GMT	http://127.0.0.1:8000/privacy-policy/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/privacy-policy/img/favicon.4c.delayed	(from http://127.0.0.1:8000/privacy-policy/)
19:52:32	3807/3807	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:22:30%20GMT	http://127.0.0.1:8000/privacy-policy/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/privacy-policy/img/apple-touch-icon.4d.delayed	(from http://127.0.0.1:8000/privacy-policy/)
19:53:27	298846/298846	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2020:17:06%20GMT	http://127.0.0.1:8000/static/image/products/lightshifter1.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/products/lightshifter1.jpg	(from http://127.0.0.1:8000/products/light-shifter)
19:53:28	4668/4668	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:23:27%20GMT	http://127.0.0.1:8000/products/img/products/product-grey-7.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/img/products/product-grey-7.4f.delayed	(from http://127.0.0.1:8000/products/light-shifter)
19:53:30	24213/24213	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:23:28%20GMT	http://127.0.0.1:8000/products/order/create?product=light_shifter	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/order/create0061.html	(from http://127.0.0.1:8000/products/light-shifter)
19:53:49	95732/95732	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/lumos/secondimages.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/lumos/secondimages.jpg	(from http://127.0.0.1:8000/products/lumos)
19:53:50	24197/24197	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:23:49%20GMT	http://127.0.0.1:8000/products/order/create?product=lumos	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/order/createbc2c.html	(from http://127.0.0.1:8000/products/lumos)
19:54:03	69172/69172	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/lumos/17.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/lumos/17.jpg	(from http://127.0.0.1:8000/products/lumos)
19:54:04	648984/648984	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/abute-us.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/abute-us.png	(from http://127.0.0.1:8000/about-us/)
19:54:16	57955/57955	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/lumos/16.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/lumos/16.jpg	(from http://127.0.0.1:8000/products/lumos)
19:54:18	73152/73152	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/lumos/15.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/lumos/15.jpg	(from http://127.0.0.1:8000/products/lumos)
19:54:20	24213/24213	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:24:18%20GMT	http://127.0.0.1:8000/products/order/create?product=light_blender	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/order/create65b9.html	(from http://127.0.0.1:8000/products/light-blender)
19:54:22	5809/5809	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:24:20%20GMT	http://127.0.0.1:8000/projects/dnbuy/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/dnbuy/img/favicon.58.delayed	(from http://127.0.0.1:8000/projects/dnbuy/)
19:54:24	5836/5836	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:24:22%20GMT	http://127.0.0.1:8000/projects/dnbuy/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/dnbuy/img/apple-touch-icon.59.delayed	(from http://127.0.0.1:8000/projects/dnbuy/)
19:54:30	685630/685630	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/contact_us/contact-us.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/contact_us/contact-us.png	(from http://127.0.0.1:8000/contact-us/)
19:54:32	5803/5803	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:24:31%20GMT	http://127.0.0.1:8000/projects/gtr/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/gtr/img/favicon.5b.delayed	(from http://127.0.0.1:8000/projects/gtr/)
19:54:34	5830/5830	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:24:32%20GMT	http://127.0.0.1:8000/projects/gtr/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/gtr/img/apple-touch-icon.5c.delayed	(from http://127.0.0.1:8000/projects/gtr/)
19:54:38	88035/88035	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/lumos/thirdimages.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/lumos/thirdimages.jpg	(from http://127.0.0.1:8000/products/lumos)
19:54:39	5833/5833	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:24:38%20GMT	http://127.0.0.1:8000/projects/light-shifter/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/light-shifter/img/favicon.5e.delayed	(from http://127.0.0.1:8000/projects/light-shifter/)
19:54:40	5860/5860	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:24:39%20GMT	http://127.0.0.1:8000/projects/light-shifter/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/light-shifter/img/apple-touch-icon.5f.delayed	(from http://127.0.0.1:8000/projects/light-shifter/)
19:55:32	298846/298846	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/lightshifter1.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/lightshifter1.jpg	(from http://127.0.0.1:8000/projects/light-shifter/)
19:55:33	5842/5842	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:25:32%20GMT	http://127.0.0.1:8000/projects/light-shifter-v2/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/light-shifter-v2/img/favicon.61.delayed	(from http://127.0.0.1:8000/projects/light-shifter-v2/)
19:55:34	5869/5869	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:25:33%20GMT	http://127.0.0.1:8000/projects/light-shifter-v2/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/light-shifter-v2/img/apple-touch-icon.62.delayed	(from http://127.0.0.1:8000/projects/light-shifter-v2/)
19:55:44	441159/441159	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/dnbuy-project.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/dnbuy-project.png	(from http://127.0.0.1:8000/projects/dnbuy/)
19:55:46	5824/5824	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:25:44%20GMT	http://127.0.0.1:8000/projects/gtr-crypto/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/gtr-crypto/img/favicon.64.delayed	(from http://127.0.0.1:8000/projects/gtr-crypto/)
19:55:48	73152/73152	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/lightshifter.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/lightshifter.jpg	(from http://127.0.0.1:8000/projects/light-shifter-v2/)
19:55:48	5851/5851	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:25:46%20GMT	http://127.0.0.1:8000/projects/gtr-crypto/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/gtr-crypto/img/apple-touch-icon.65.delayed	(from http://127.0.0.1:8000/projects/gtr-crypto/)
19:55:50	1949965/1949965	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/services/services.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/services/services.png	(from http://127.0.0.1:8000/services/)
19:55:50	5809/5809	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:25:48%20GMT	http://127.0.0.1:8000/projects/lumos/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/lumos/img/favicon.66.delayed	(from http://127.0.0.1:8000/projects/lumos/)
19:55:52	5836/5836	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:25:50%20GMT	http://127.0.0.1:8000/projects/lumos/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/lumos/img/apple-touch-icon.67.delayed	(from http://127.0.0.1:8000/projects/lumos/)
19:55:55	5857/5857	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:25:54%20GMT	http://127.0.0.1:8000/projects/trade-forward-project/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/trade-forward-project/img/favicon.69.delayed	(from http://127.0.0.1:8000/projects/trade-forward-project/)
19:55:56	5884/5884	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:25:55%20GMT	http://127.0.0.1:8000/projects/trade-forward-project/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/trade-forward-project/img/apple-touch-icon.6a.delayed	(from http://127.0.0.1:8000/projects/trade-forward-project/)
19:55:58	5824/5824	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:25:57%20GMT	http://127.0.0.1:8000/projects/syondic-br/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/syondic-br/img/favicon.6c.delayed	(from http://127.0.0.1:8000/projects/syondic-br/)
19:56:00	5851/5851	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:25:58%20GMT	http://127.0.0.1:8000/projects/syondic-br/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/syondic-br/img/apple-touch-icon.6d.delayed	(from http://127.0.0.1:8000/projects/syondic-br/)
19:56:02	16961/16961	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/tfmain.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/tfmain.png	(from http://127.0.0.1:8000/projects/trade-forward-project/)
19:56:04	5833/5833	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:26:02%20GMT	http://127.0.0.1:8000/projects/light-blender/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/light-blender/img/favicon.6f.delayed	(from http://127.0.0.1:8000/projects/light-blender/)
19:56:06	5860/5860	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:26:04%20GMT	http://127.0.0.1:8000/projects/light-blender/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/light-blender/img/apple-touch-icon.70.delayed	(from http://127.0.0.1:8000/projects/light-blender/)
19:56:08	5839/5839	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:26:06%20GMT	http://127.0.0.1:8000/projects/metal-in-nature/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/metal-in-nature/img/favicon.71.delayed	(from http://127.0.0.1:8000/projects/metal-in-nature/)
19:56:10	5866/5866	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:26:08%20GMT	http://127.0.0.1:8000/projects/metal-in-nature/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/metal-in-nature/img/apple-touch-icon.72.delayed	(from http://127.0.0.1:8000/projects/metal-in-nature/)
19:56:12	4638/4638	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:26:10%20GMT	http://127.0.0.1:8000/products/order/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/order/img/favicon.73.delayed	(from http://127.0.0.1:8000/products/order/create?product=light_shifter)
19:56:14	4665/4665	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:26:12%20GMT	http://127.0.0.1:8000/products/order/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/order/img/apple-touch-icon.74.delayed	(from http://127.0.0.1:8000/products/order/create?product=light_shifter)
19:56:16	4341/4341	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Apr%202024%2016:26:14%20GMT	http://127.0.0.1:8000/captcha/image/ee5fad7e749f744ac1c1af63679d59b1d9659df6/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/captcha/image/ee5fad7e749f744ac1c1af63679d59b1d9659df6/index.html	(from http://127.0.0.1:8000/products/order/create?product=light_shifter)
19:56:19	4528/4528	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Apr%202024%2016:26:16%20GMT	http://127.0.0.1:8000/captcha/image/62e9cc4423e87b85b855a2995121105147e19099/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/captcha/image/62e9cc4423e87b85b855a2995121105147e19099/index.html	(from http://127.0.0.1:8000/products/order/create?product=lumos)
19:56:21	4550/4550	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Apr%202024%2016:26:19%20GMT	http://127.0.0.1:8000/captcha/image/19cc866bfd330c6d2330bf231ab7b68502c337c5/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/captcha/image/19cc866bfd330c6d2330bf231ab7b68502c337c5/index.html	(from http://127.0.0.1:8000/products/order/create?product=light_blender)
19:56:22	13170/13170	URF---	200	added ('OK%20(cached)')	image/png		http://127.0.0.1:8000/static/image/logo/bitLogo.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/logo/bitLogo.png	(from http://127.0.0.1:8000/)
19:56:23	38185/38185	URF---	200	added ('OK%20(cached)')	image/jpeg		http://127.0.0.1:8000/static/image/Untitleda.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/Untitleda.jpg	(from http://127.0.0.1:8000/)
19:56:24	64513/64513	URF---	200	added ('OK%20(cached)')	image/jpeg		http://127.0.0.1:8000/static/image/20944136b.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/20944136b.jpg	(from http://127.0.0.1:8000/)
19:56:26	9399/9399	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://127.0.0.1:8000/static/vendor/modernizr/modernizr.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/modernizr/modernizr.min.js	(from http://127.0.0.1:8000/)
19:56:30	202118/202118	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/lumos/firstimages.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/lumos/firstimages.jpg	(from http://127.0.0.1:8000/projects/lumos/)
19:56:45	78460/78460	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-brands-400.woff2	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-brands-400.woff2	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:56:47	757473/757473	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/gtr-projects.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/gtr-projects.png	(from http://127.0.0.1:8000/projects/gtr/)
19:56:50	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-brands-400.eot	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-brands-400.eot	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:56:54	747545/747545	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-brands-400.svg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-brands-400.svg	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:03	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.eot	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.eot	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:04	92136/92136	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-brands-400.woff	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-brands-400.woff	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:05	89476/89476	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://127.0.0.1:8000/static/vendor/jquery/jquery.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery/jquery.min.js	(from http://127.0.0.1:8000/)
19:57:08	13548/13548	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.woff2	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.woff2	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:10	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.eot?	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-regular-400d41d.eot	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:12	16772/16772	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.woff	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.woff	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:13	136516/136516	---M--	200	added ('OK')	font/ttf	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-brands-400.ttf	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-brands-400.ttf	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:14	144714/144714	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.svg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.svg	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:16	1422/1422	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://127.0.0.1:8000/static/vendor/jquery.appear/jquery.appear.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery.appear/jquery.appear.min.js	(from http://127.0.0.1:8000/)
19:57:18	34052/34052	---M--	200	added ('OK')	font/ttf	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.ttf	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-regular-400.ttf	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:20	2532/2532	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://127.0.0.1:8000/static/vendor/jquery.easing/jquery.easing.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery.easing/jquery.easing.min.js	(from http://127.0.0.1:8000/)
19:57:31	80300/80300	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:33	518846/518846	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/bellevueroot.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/bellevueroot.png	(from http://127.0.0.1:8000/projects/syondic-br/)
19:57:38	917575/917575	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-solid-900.svg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-solid-900.svg	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:40	104280/104280	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/fontawesome-free/webfonts/fa-solid-900.woff	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/fontawesome-free/webfonts/fa-solid-900.woff	(from http://127.0.0.1:8000/static/vendor/fontawesome-free/css/all.min.css)
19:57:40	1229/1229	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://127.0.0.1:8000/static/vendor/jquery.cookie/jquery.cookie.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery.cookie/jquery.cookie.min.js	(from http://127.0.0.1:8000/)
19:57:40	21233/21233	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://127.0.0.1:8000/static/vendor/popper/umd/popper.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/popper/umd/popper.min.js	(from http://127.0.0.1:8000/)
19:57:42	63240/63240	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://127.0.0.1:8000/static/vendor/bootstrap/js/bootstrap.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/bootstrap/js/bootstrap.min.js	(from http://127.0.0.1:8000/)
19:57:44	27485/27485	URF---	200	added ('OK%20(cached)')	application/x-javascript		http://127.0.0.1:8000/static/vendor/common/common.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/common/common.min.js	(from http://127.0.0.1:8000/)
